gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,logP,Signif,Difference
GALGAL-R12760,0.34728098025619,0.10247786029846,0.037,0.034,1,0,not significant,0.003
GALGAL-R06585,0.347576966098805,-0.24745869357539,0.011,0.012,1,0,not significant,-0.001
GALGAL-R06333,0.347642624360914,0.128623104194633,0.017,0.015,1,0,not significant,0.002
GALGAL-R11554,0.348560118204277,0.421546301046582,0.007,0.006,1,0,not significant,0.001
GALGAL-R17355,0.349377843655335,0.0441792197337936,0.051,0.047,1,0,not significant,0.004
GALGAL-R12498,0.349491649957178,0.0415882142128359,0.027,0.024,1,0,not significant,0.003
GALGAL-R06023,0.349652113652046,-0.0646690995463475,0.027,0.029,1,0,not significant,-0.002
GALGAL-R15716,0.349750649660226,0.0089602807618343,0.005,0.004,1,0,not significant,0.001
GALGAL-R06510,0.349831265259848,0.154696615804526,0.025,0.023,1,0,not significant,0.002
GALGAL-R14091,0.350785011282305,0.0329516330305484,0.233,0.226,1,0,not significant,0.00700000000000001
GALGAL-R09165,0.35089735386128,-0.388543588732261,0.003,0.004,1,0,not significant,-0.001
GALGAL-R15034,0.351268395566158,0.198438079625547,0.006,0.005,1,0,not significant,0.001
GALGAL-R07207,0.35183279311696,-0.379144890730011,0.002,0.003,1,0,not significant,-0.001
GALGAL-R00486,0.352091005351879,-0.0447850919995811,0.488,0.496,1,0,not significant,-0.00800000000000001
GALGAL-R14400,0.352636015168576,-0.0909996524718579,0.117,0.122,1,0,not significant,-0.00499999999999999
GALGAL-R05709,0.353055274409627,0.103937995971932,0.025,0.023,1,0,not significant,0.002
GALGAL-R09571,0.353283256421635,0.280406926411828,0.008,0.007,1,0,not significant,0.001
GALGAL-R10590,0.353587481725897,-0.0603777058510486,0.147,0.153,1,0,not significant,-0.00600000000000001
GALGAL-R01453,0.353684370173801,0.0505393845132334,0.041,0.038,1,0,not significant,0.003
GALGAL-R02235,0.353824465105514,0.468852015824938,0.003,0.002,1,0,not significant,0.001
GALGAL-R01153,0.3539599288975,0.68386490679579,0.001,0.001,1,0,not significant,0
GALGAL-R10322,0.354017266213798,0.568387689375854,0.001,0.001,1,0,not significant,0
GALGAL-R00785,0.354017266213798,0.568387689375854,0.001,0.001,1,0,not significant,0
GALGAL-R13503,0.354017266213798,0.568387689375854,0.001,0.001,1,0,not significant,0
GALGAL-R04105,0.354017266213798,0.568387689375854,0.001,0.001,1,0,not significant,0
GALGAL-R17812,0.354017266213798,0.568387689375854,0.001,0.001,1,0,not significant,0
GALGAL-R15651,0.354017266213798,0.568387689375854,0.001,0.001,1,0,not significant,0
GALGAL-R04718,0.354034565327323,-1.18469757015363,0.006,0.007,1,0,not significant,-0.001
GALGAL-R14229,0.354139061856093,0.331348492075003,0.003,0.002,1,0,not significant,0.001
GALGAL-R17003,0.35422761459557,-0.0165748113453024,0.001,0.001,1,0,not significant,0
GALGAL-R11308,0.354875913972901,0.35020751932632,0.005,0.004,1,0,not significant,0.001
GALGAL-R03642,0.354903016658902,-0.326914931957454,0.004,0.005,1,0,not significant,-0.001
GALGAL-R12004,0.355032435485927,-0.303984792448433,0.028,0.03,1,0,not significant,-0.002
GALGAL-R05299,0.355129313509848,-0.276726708645976,0.015,0.017,1,0,not significant,-0.002
GALGAL-R00227,0.355311069348288,0.2018487077882,0.01,0.009,1,0,not significant,0.001
GALGAL-R16852,0.355873749907935,0.176070266597093,0.005,0.004,1,0,not significant,0.001
GALGAL-R05168,0.356132509815846,-0.326914931957454,0.005,0.004,1,0,not significant,0.001
GALGAL-R01006,0.356431182396031,0.259756417101948,0.026,0.023,1,0,not significant,0.003
GALGAL-R16780,0.356514419639791,0.00456395571284762,0.044,0.041,1,0,not significant,0.003
GALGAL-R16287,0.356909767272658,0.144888611348813,0.015,0.013,1,0,not significant,0.002
GALGAL-R12011,0.357164641718736,0.0382672593810547,0.118,0.113,1,0,not significant,0.00499999999999999
GALGAL-R12484,0.357348645327479,0.140966465641177,0.014,0.012,1,0,not significant,0.002
GALGAL-R01548,0.357430201523156,-0.28223468658592,0.015,0.017,1,0,not significant,-0.002
GALGAL-R11479,0.357532376553151,0.171052191830468,0.007,0.006,1,0,not significant,0.001
GALGAL-R16738,0.357926149284201,-0.00581841452158605,0.176,0.169,1,0,not significant,0.00699999999999998
GALGAL-R16745,0.358399762175826,-0.316135093204212,0.007,0.008,1,0,not significant,-0.001
GALGAL-R03956,0.358512434826465,-0.258775713761931,0.008,0.01,1,0,not significant,-0.002
GALGAL-R02820,0.359140549222098,0.409689943356796,0.004,0.003,1,0,not significant,0.001
GALGAL-R17769,0.359207476237751,-0.184519448659375,0.015,0.017,1,0,not significant,-0.002
GALGAL-R02423,0.359460018019015,0.0271465660840144,0.025,0.023,1,0,not significant,0.002
GALGAL-R02029,0.359556985475114,0.492438836142554,0.003,0.002,1,0,not significant,0.001
GALGAL-R07786,0.359772682572143,0.461472485459343,0.003,0.002,1,0,not significant,0.001
GALGAL-R08253,0.359783465345259,0.423997780040679,0.003,0.002,1,0,not significant,0.001
GALGAL-R15139,0.360073853822348,-0.190604211120352,0.007,0.008,1,0,not significant,-0.001
GALGAL-R15081,0.360301141020645,0.263533107847433,0.003,0.002,1,0,not significant,0.001
GALGAL-R02495,0.360480503987283,-0.00743415748883436,0.039,0.036,1,0,not significant,0.003
GALGAL-R00832,0.360543201352423,-0.0249131482830765,0.52,0.532,1,0,not significant,-0.012
GALGAL-R14766,0.360780643746553,-0.203170844614894,0.022,0.024,1,0,not significant,-0.002
GALGAL-R08756,0.361521857966003,-0.129869868115403,0.076,0.08,1,0,not significant,-0.004
GALGAL-R02268,0.361709755855842,-0.0537147961552094,0.235,0.226,1,0,not significant,0.00899999999999998
GALGAL-R04428,0.362151539073279,-0.125552973250442,0.192,0.196,1,0,not significant,-0.004
GALGAL-R00396,0.362208930218481,-0.138658391810693,0.058,0.054,1,0,not significant,0.004
GALGAL-R09553,0.362385656383309,-0.198413134331116,0.036,0.039,1,0,not significant,-0.003
GALGAL-R09898,0.362387511152637,0.232784657591414,0.012,0.01,1,0,not significant,0.002
GALGAL-R02767,0.362443213696817,0.0318423177053999,0.054,0.051,1,0,not significant,0.003
GALGAL-R15165,0.362709683790568,-0.256525604066056,0.01,0.012,1,0,not significant,-0.002
GALGAL-R02567,0.362972396796063,0.167484474300646,0.028,0.025,1,0,not significant,0.003
GALGAL-R04426,0.362982390235879,0.568387689375854,0.002,0.001,1,0,not significant,0.001
GALGAL-R01204,0.36300231292031,-0.452673926151976,0.003,0.004,1,0,not significant,-0.001
GALGAL-R15680,0.363028330697258,0.0236059870145291,0.28,0.272,1,0,not significant,0.00800000000000001
GALGAL-R10155,0.363078545023999,0.50698714471171,0.002,0.001,1,0,not significant,0.001
GALGAL-R12909,0.363174713745508,0.442856807291994,0.002,0.001,1,0,not significant,0.001
GALGAL-R00178,0.363174713745508,0.442856807291994,0.002,0.001,1,0,not significant,0.001
GALGAL-R08751,0.363351028689689,-0.356650252942925,0.007,0.009,1,0,not significant,-0.002
GALGAL-R02826,0.363380954172938,0.185059049824346,0.002,0.001,1,0,not significant,0.001
GALGAL-R13318,0.363463424547819,0.272931805849682,0.002,0.001,1,0,not significant,0.001
GALGAL-R03168,0.363520195998768,-0.694646716457941,0.002,0.003,1,0,not significant,-0.001
GALGAL-R01368,0.363520195998768,-0.60153731206646,0.002,0.003,1,0,not significant,-0.001
GALGAL-R16078,0.363566255077654,-1.15407833509524,0.001,0.001,1,0,not significant,0
GALGAL-R16404,0.363893671338068,-0.864571717900253,0.001,0.001,1,0,not significant,0
GALGAL-R01845,0.36398192923629,-0.780082192964001,0.018,0.02,1,0,not significant,-0.002
GALGAL-R08797,0.364057445582657,-0.694646716457941,0.001,0.001,1,0,not significant,0
GALGAL-R16748,0.364057445582657,-0.694646716457941,0.001,0.001,1,0,not significant,0
GALGAL-R16702,0.364057445582657,-0.694646716457941,0.001,0.001,1,0,not significant,0
GALGAL-R02625,0.364057445582657,-0.694646716457941,0.001,0.001,1,0,not significant,0
GALGAL-R16689,0.364057445582657,-0.694646716457941,0.001,0.001,1,0,not significant,0
GALGAL-R00127,0.364057445582657,-0.694646716457941,0.001,0.001,1,0,not significant,0
GALGAL-R16126,0.364057445582657,-0.694646716457941,0.001,0.001,1,0,not significant,0
GALGAL-R00529,0.364057445582657,-0.694646716457941,0.001,0.001,1,0,not significant,0
GALGAL-R14040,0.364057445582657,-0.694646716457941,0.001,0.001,1,0,not significant,0
GALGAL-R06249,0.364057445582657,-0.694646716457941,0.001,0.001,1,0,not significant,0
GALGAL-R16819,0.364112107698459,-0.638063188091575,0.001,0.001,1,0,not significant,0
GALGAL-R14813,0.364138543692158,0.114410500830664,0.024,0.022,1,0,not significant,0.002
GALGAL-R14200,0.364293401706921,-0.0203786088814961,0.247,0.239,1,0,not significant,0.00800000000000001
GALGAL-R14169,0.364587106686919,-0.175339795499246,0.074,0.078,1,0,not significant,-0.004
GALGAL-R13327,0.364609025684566,-0.118231735691945,0.104,0.108,1,0,not significant,-0.004
GALGAL-R04770,0.364651605135427,-0.392723297230552,0.009,0.01,1,0,not significant,-0.001
GALGAL-R08341,0.364823777728292,-0.0829306917903816,0.107,0.111,1,0,not significant,-0.004
GALGAL-R12446,0.365054639880907,0.0652192798183444,0.023,0.021,1,0,not significant,0.002
GALGAL-R00522,0.36541911944195,-0.104037652595642,0.082,0.086,1,0,not significant,-0.00399999999999999
GALGAL-R04817,0.365451378517669,0.158511895212788,0.013,0.011,1,0,not significant,0.002
GALGAL-R09015,0.366342928353302,0.485925529183881,0.002,0.001,1,0,not significant,0.001
GALGAL-R09956,0.366342928353302,0.485925529183881,0.002,0.001,1,0,not significant,0.001
GALGAL-R02887,0.366342928353302,0.485925529183881,0.002,0.001,1,0,not significant,0.001
GALGAL-R16907,0.366342928353302,0.485925529183881,0.002,0.001,1,0,not significant,0.001
GALGAL-R10890,0.36659824018249,-0.0990369715372754,0.002,0.001,1,0,not significant,0.001
GALGAL-R02150,0.366703719016887,0.33392243573883,0.005,0.004,1,0,not significant,0.001
GALGAL-R08095,0.366943999375264,0.241222946122344,0.005,0.004,1,0,not significant,0.001
GALGAL-R06978,0.367306298457412,-0.116738973270735,0.028,0.03,1,0,not significant,-0.002
GALGAL-R15630,0.367496402268174,-0.351759002934932,0.006,0.007,1,0,not significant,-0.001
GALGAL-R08226,0.367737296554073,-0.157833342297382,0.053,0.057,1,0,not significant,-0.004
GALGAL-R11243,0.368840121185317,-0.0777386740236992,0.037,0.034,1,0,not significant,0.003
GALGAL-R06759,0.36914199984084,0.0647648161066359,0.137,0.132,1,0,not significant,0.005
GALGAL-R01353,0.369162137194358,-0.808733575776708,0.028,0.031,1,0,not significant,-0.003
GALGAL-R04816,0.36965063815678,0.213722808076491,0.006,0.005,1,0,not significant,0.001
GALGAL-R00289,0.37051219607158,0.189100215046211,0.022,0.019,1,0,not significant,0.003
GALGAL-R17798,0.370646550497565,-0.694646716457941,0.001,0.002,1,0,not significant,-0.001
GALGAL-R11411,0.370857016497453,-0.569115834374083,0.001,0.002,1,0,not significant,-0.001
GALGAL-R00337,0.370857016497453,-0.569115834374083,0.001,0.002,1,0,not significant,-0.001
GALGAL-R17678,0.370857016497453,-0.569115834374083,0.001,0.002,1,0,not significant,-0.001
GALGAL-R06773,0.371007434420647,-0.476006429982601,0.001,0.002,1,0,not significant,-0.001
GALGAL-R14829,0.371037288414705,0.171358139247772,0.02,0.018,1,0,not significant,0.002
GALGAL-R13367,0.371104748032501,0.361936811908427,0.01,0.008,1,0,not significant,0.002
GALGAL-R11292,0.371326328060983,-0.0115856592576278,0.078,0.073,1,0,not significant,0.005
GALGAL-R14915,0.371383235956024,0.00975038233109515,0.2,0.193,1,0,not significant,0.00700000000000001
GALGAL-R07247,0.371532960169293,-0.0148943277063851,0.076,0.071,1,0,not significant,0.005
GALGAL-R06296,0.371617168482541,0.131270656626091,0.029,0.026,1,0,not significant,0.003
GALGAL-R01134,0.371763669839215,0.0251672943235528,0.096,0.091,1,0,not significant,0.005
GALGAL-R09288,0.37200097209569,0.0345810259187083,0.146,0.141,1,0,not significant,0.005
GALGAL-R05965,0.373116092224022,0.322227102106456,0.004,0.003,1,0,not significant,0.001
GALGAL-R06631,0.373291336949128,-0.0330629341338717,0.023,0.025,1,0,not significant,-0.002
GALGAL-R01647,0.373594659960365,0.0429348437209907,0.261,0.255,1,0,not significant,0.00600000000000001
GALGAL-R11506,0.374118102500849,-0.184846293935101,0.018,0.02,1,0,not significant,-0.002
GALGAL-R08957,0.374136076444077,0.00254984373361644,0.194,0.188,1,0,not significant,0.00600000000000001
GALGAL-R02935,0.374175943892164,-0.00545891978968996,0.609,0.608,1,0,not significant,0.001
GALGAL-R06156,0.374310434916295,0.150075058064148,0.01,0.008,1,0,not significant,0.002
GALGAL-R17426,0.374491262273347,-0.0637087869363979,0.022,0.019,1,0,not significant,0.003
GALGAL-R16495,0.374668969080221,0.523993570017399,0.003,0.002,1,0,not significant,0.001
GALGAL-R07744,0.37537622497066,-0.526249184762222,0.004,0.003,1,0,not significant,0.001
GALGAL-R10075,0.375854289975732,0.0337302705027618,0.058,0.054,1,0,not significant,0.004
GALGAL-R02113,0.376163848289461,0.0840723376387755,0.034,0.032,1,0,not significant,0.002
GALGAL-R02311,0.376377388547255,-0.117951831720386,0.023,0.026,1,0,not significant,-0.003
GALGAL-R08779,0.376672751928929,-0.296682730538039,0.005,0.006,1,0,not significant,-0.001
GALGAL-R12395,0.376757658931586,0.0994489849941802,0.038,0.035,1,0,not significant,0.003
GALGAL-R00042,0.376813049697557,0.172459013044714,0.016,0.014,1,0,not significant,0.002
GALGAL-R00267,0.376987587775928,0.0989024060746342,0.003,0.003,1,0,not significant,0
GALGAL-R12549,0.377331505854121,0.0708880299050358,0.029,0.026,1,0,not significant,0.003
GALGAL-R03048,0.377652333046361,0.292177894794326,0.01,0.008,1,0,not significant,0.002
GALGAL-R03626,0.377853012789364,0.130266576983968,0.032,0.035,1,0,not significant,-0.003
GALGAL-R15125,0.378016623063753,-2.75354040551151,0,0.001,1,0,not significant,-0.001
GALGAL-R04411,0.378199134754587,-1.33850290623267,0,0.001,1,0,not significant,-0.001
GALGAL-R06019,0.378199134754587,-1.33850290623267,0,0.001,1,0,not significant,-0.001
GALGAL-R10571,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R08948,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R10463,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R09147,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R16802,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R16715,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R17594,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R04325,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R09585,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R09594,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R09417,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R04755,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R09328,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R09345,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R04741,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R10993,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R07915,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R07632,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R14522,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R03624,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R03688,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R13591,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R17901,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R16967,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R01377,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R11607,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R07112,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R00130,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R07173,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R01117,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R01858,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R17559,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R16097,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R12957,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R17561,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R07300,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R14662,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R03185,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R03191,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R05195,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R11803,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R03111,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R02974,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R16901,0.378290409114363,-1.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R12091,0.37838170704987,-0.431612310624146,0,0.001,1,0,not significant,-0.001
GALGAL-R06014,0.37838170704987,-0.431612310624146,0,0.001,1,0,not significant,-0.001
GALGAL-R04581,0.378559405285104,-0.188527494134597,0.014,0.016,1,0,not significant,-0.002
GALGAL-R05183,0.378991420584353,-0.0165748113453033,0.005,0.004,1,0,not significant,0.001
GALGAL-R10868,0.379270685430016,0.568387689375854,0.001,0,1,0,not significant,0.001
GALGAL-R10470,0.379270685430016,0.568387689375854,0.001,0,1,0,not significant,0.001
GALGAL-R10177,0.379270685430016,0.568387689375854,0.001,0,1,0,not significant,0.001
GALGAL-R04312,0.379270685430016,0.568387689375854,0.001,0,1,0,not significant,0.001
GALGAL-R02678,0.379270685430016,0.568387689375854,0.001,0,1,0,not significant,0.001
GALGAL-R01312,0.379270685430016,0.568387689375854,0.001,0,1,0,not significant,0.001
GALGAL-R03621,0.379270685430016,0.568387689375854,0.001,0,1,0,not significant,0.001
GALGAL-R12437,0.379270685430016,0.568387689375854,0.001,0,1,0,not significant,0.001
GALGAL-R00224,0.379270685430016,0.568387689375854,0.001,0,1,0,not significant,0.001
GALGAL-R14118,0.379270685430016,0.568387689375854,0.001,0,1,0,not significant,0.001
GALGAL-R11089,0.379270685430016,0.568387689375854,0.001,0,1,0,not significant,0.001
GALGAL-R06157,0.379270685430016,0.568387689375854,0.001,0,1,0,not significant,0.001
GALGAL-R14695,0.379270685430016,0.568387689375854,0.001,0,1,0,not significant,0.001
GALGAL-R17235,0.379270685430016,0.568387689375854,0.001,0,1,0,not significant,0.001
GALGAL-R16905,0.379270685430016,0.568387689375854,0.001,0,1,0,not significant,0.001
GALGAL-R01027,0.379270685430016,0.568387689375854,0.001,0,1,0,not significant,0.001
GALGAL-R16925,0.379315393721946,-0.0112215768510957,0.049,0.046,1,0,not significant,0.003
GALGAL-R10384,0.379412381414169,0.305353283542059,0.001,0,1,0,not significant,0.001
GALGAL-R16911,0.379415436702919,-0.181205513118102,0.017,0.019,1,0,not significant,-0.002
GALGAL-R16645,0.379679833415452,0.0618992466777817,0.031,0.028,1,0,not significant,0.003
GALGAL-R05463,0.37969828785933,0.109309629137799,0.033,0.03,1,0,not significant,0.003
GALGAL-R03448,0.379727707878896,0.0597760747848115,0.044,0.041,1,0,not significant,0.003
GALGAL-R12841,0.380028296468602,0.184244198042793,0.016,0.014,1,0,not significant,0.002
GALGAL-R13023,0.380188474811814,0.138879707288676,0.033,0.031,1,0,not significant,0.002
GALGAL-R06246,0.380293340651868,0.0178792449838232,0.06,0.056,1,0,not significant,0.004
GALGAL-R14796,0.381196278341363,-0.156180878640884,0.034,0.037,1,0,not significant,-0.003
GALGAL-R05765,0.381575759773653,-0.569115834374082,0.003,0.004,1,0,not significant,-0.001
GALGAL-R07341,0.382305904046276,-0.173886816175418,0.04,0.042,1,0,not significant,-0.002
GALGAL-R17602,0.382306143533081,-0.406521329661315,0.003,0.004,1,0,not significant,-0.001
GALGAL-R15980,0.382328500852392,-0.321429392873724,0.003,0.004,1,0,not significant,-0.001
GALGAL-R07847,0.382417521826624,-0.257066648528009,0.02,0.022,1,0,not significant,-0.002
GALGAL-R07626,0.382460697075986,0.0605930491771574,0.052,0.049,1,0,not significant,0.003
GALGAL-R15299,0.382693462241123,-1.0165748113453,0.001,0.001,1,0,not significant,0
GALGAL-R12314,0.38270850669923,-0.125646510492772,0.034,0.037,1,0,not significant,-0.003
GALGAL-R12218,0.382716085762277,-1.0165748113453,0.001,0.001,1,0,not significant,0
GALGAL-R11991,0.382716085762277,-1.90965960742879,0.001,0.001,1,0,not significant,0
GALGAL-R14216,0.382716085762277,-1.0165748113453,0.001,0.001,1,0,not significant,0
GALGAL-R08023,0.382716085762277,-1.0165748113453,0.001,0.001,1,0,not significant,0
GALGAL-R04407,0.382851918065901,-0.794182390008855,0.001,0.001,1,0,not significant,0
GALGAL-R06655,0.382851918065901,-0.794182390008855,0.001,0.001,1,0,not significant,0
GALGAL-R17176,0.382851918065901,-0.794182390008855,0.001,0.001,1,0,not significant,0
GALGAL-R02888,0.382851918065901,-0.794182390008855,0.001,0.001,1,0,not significant,0
GALGAL-R00148,0.382851918065901,-0.794182390008855,0.001,0.001,1,0,not significant,0
GALGAL-R14371,0.382851918065901,-0.794182390008855,0.001,0.001,1,0,not significant,0
GALGAL-R07241,0.382851918065901,-0.794182390008855,0.001,0.001,1,0,not significant,0
GALGAL-R05149,0.382851918065901,-0.794182390008855,0.001,0.001,1,0,not significant,0
GALGAL-R03065,0.382851918065901,-0.794182390008855,0.001,0.001,1,0,not significant,0
GALGAL-R01367,0.382851918065901,-0.794182390008855,0.001,0.001,1,0,not significant,0
GALGAL-R07097,0.382965152536277,-0.601537312066458,0.001,0.001,1,0,not significant,0
GALGAL-R12813,0.382965152536277,-0.601537312066458,0.001,0.001,1,0,not significant,0
GALGAL-R00264,0.382965152536277,-0.431612310624146,0.001,0.001,1,0,not significant,0
GALGAL-R07255,0.382965152536277,-0.279609217179097,0.001,0.001,1,0,not significant,0
GALGAL-R00670,0.383304062049229,-0.164131999759161,0.025,0.027,1,0,not significant,-0.002
GALGAL-R01021,0.383615707903009,-0.464033788316526,0.002,0.003,1,0,not significant,-0.001
GALGAL-R00104,0.383615707903009,-0.464033788316526,0.002,0.003,1,0,not significant,-0.001
GALGAL-R06969,0.383793836750222,-0.39990345089681,0.002,0.003,1,0,not significant,-0.001
GALGAL-R14800,0.383793836750222,-0.338502906232666,0.002,0.003,1,0,not significant,-0.001
GALGAL-R16065,0.383901418238053,0.0117698143486589,0.088,0.084,1,0,not significant,0.00399999999999999
GALGAL-R00841,0.384108014899715,-0.264502324788888,0.008,0.009,1,0,not significant,-0.000999999999999999
GALGAL-R10178,0.384506838979356,-0.0165748113453041,0.002,0.003,1,0,not significant,-0.001
GALGAL-R01087,0.385418592104064,0.109362177719672,0.03,0.027,1,0,not significant,0.003
GALGAL-R14168,0.385746497891942,0.416384595930803,0.004,0.003,1,0,not significant,0.001
GALGAL-R16237,0.386427878075938,-0.213707280280013,0.029,0.032,1,0,not significant,-0.003
GALGAL-R16713,0.386491548265304,0.259059631268125,0.004,0.003,1,0,not significant,0.001
GALGAL-R05397,0.38690651076758,-0.246872430767097,0.01,0.011,1,0,not significant,-0.000999999999999999
GALGAL-R00225,0.387006765923651,-0.0832120043755937,0.024,0.026,1,0,not significant,-0.002
GALGAL-R15837,0.387044149056613,0.108956070738556,0.004,0.003,1,0,not significant,0.001
GALGAL-R12315,0.387250279769295,-0.0201484942251218,0.277,0.268,1,0,not significant,0.00900000000000001
GALGAL-R12534,0.388660899447943,0.331348492075004,0.005,0.004,1,0,not significant,0.001
GALGAL-R08843,0.389030893061015,0.398462687933542,0.002,0.002,1,0,not significant,0
GALGAL-R03364,0.389099127380483,0.519478088894907,0.002,0.002,1,0,not significant,0
GALGAL-R13098,0.389132227391383,0.0538145165460948,0.045,0.042,1,0,not significant,0.003
GALGAL-R10257,0.389235423585179,0.305353283542059,0.002,0.002,1,0,not significant,0
GALGAL-R05738,0.389235423585179,0.305353283542059,0.002,0.002,1,0,not significant,0
GALGAL-R01387,0.389249057486619,0.167849759792125,0.002,0.002,1,0,not significant,0
GALGAL-R14553,0.389537415288569,-0.0798610560792783,0.08,0.084,1,0,not significant,-0.004
GALGAL-R04524,0.389702800966591,-0.126109763649896,0.097,0.102,1,0,not significant,-0.00499999999999999
GALGAL-R02961,0.389717672017142,-0.104303660716778,0.059,0.062,1,0,not significant,-0.003
GALGAL-R00079,0.389873870114335,0.131705196057029,0.02,0.018,1,0,not significant,0.002
GALGAL-R04632,0.389905000847437,0.0736229976262752,0.097,0.093,1,0,not significant,0.004
GALGAL-R13387,0.390669132527339,-0.0556041087736725,0.05,0.046,1,0,not significant,0.004
GALGAL-R03751,0.390688874775249,-0.257582910849098,0.032,0.035,1,0,not significant,-0.003
GALGAL-R06373,0.391268159362695,0.284084666788408,0.009,0.008,1,0,not significant,0.000999999999999999
GALGAL-R04740,0.39190341528177,0.277156391711407,0.007,0.006,1,0,not significant,0.001
GALGAL-R14108,0.392022231699767,-0.154521854607125,0.077,0.081,1,0,not significant,-0.004
GALGAL-R10600,0.39224995608628,0.324462106489763,0.004,0.003,1,0,not significant,0.001
GALGAL-R14976,0.392335107113404,0.224433288158492,0.009,0.008,1,0,not significant,0.000999999999999999
GALGAL-R10457,0.392757996971396,1.30535328354206,0,0,1,0,not significant,0
GALGAL-R08097,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R08450,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R08314,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R13439,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R04405,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R04579,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R04735,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R06614,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R15624,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R11917,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R17172,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R01758,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
