gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,logP,Signif,Difference
GALGAL-R01958,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R14428,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R14415,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R14449,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R14171,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R11139,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R16405,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R17299,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R06096,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R13662,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R03226,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R05254,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R05255,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R11745,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R17823,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R17639,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R15520,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R08039,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R09829,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R07670,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R13847,0.392820260819959,0.568387689375854,0,0,1,0,not significant,0
GALGAL-R08806,0.392975972285287,-0.0165748113453024,0,0,1,0,not significant,0
GALGAL-R11575,0.392975972285287,-0.0165748113453024,0,0,1,0,not significant,0
GALGAL-R09954,0.393176133055929,-0.22516143315672,0.008,0.01,1,0,not significant,-0.002
GALGAL-R17181,0.393416926199382,0.143889860847943,0.014,0.013,1,0,not significant,0.001
GALGAL-R15354,0.393740311709259,0.0269446823174393,0.136,0.131,1,0,not significant,0.005
GALGAL-R04974,0.393797912825553,-0.256525604066056,0.01,0.012,1,0,not significant,-0.002
GALGAL-R13375,0.394086576779453,0.0652192798183444,0.012,0.01,1,0,not significant,0.002
GALGAL-R08492,0.394457010047219,0.352658998320416,0.003,0.002,1,0,not significant,0.001
GALGAL-R09955,0.394669749804608,0.342706698024429,0.023,0.021,1,0,not significant,0.002
GALGAL-R14267,0.394815802828764,0.23718178090048,0.003,0.002,1,0,not significant,0.001
GALGAL-R08635,0.395091225290683,-0.102452646505709,0.029,0.031,1,0,not significant,-0.002
GALGAL-R06175,0.395306845151577,-0.017280803549697,0.166,0.16,1,0,not significant,0.00600000000000001
GALGAL-R05861,0.395425404981865,0.0269268272912839,0.009,0.008,1,0,not significant,0.000999999999999999
GALGAL-R12638,0.395845938972061,0.185059049824348,0.017,0.015,1,0,not significant,0.002
GALGAL-R04751,0.395939532474856,-0.38430659584579,0.003,0.004,1,0,not significant,-0.001
GALGAL-R11405,0.396056664139843,-0.395086434599033,0.004,0.005,1,0,not significant,-0.001
GALGAL-R02477,0.396147918461295,-0.338502906232665,0.003,0.004,1,0,not significant,-0.001
GALGAL-R03740,0.396159095293051,-0.228078916539014,0.003,0.004,1,0,not significant,-0.001
GALGAL-R03127,0.396468572332238,-0.301977030207551,0.006,0.007,1,0,not significant,-0.001
GALGAL-R09657,0.396666470124744,-0.302878996501944,0.004,0.005,1,0,not significant,-0.001
GALGAL-R17857,0.396669253593714,0.272931805849682,0.006,0.005,1,0,not significant,0.001
GALGAL-R11141,0.396813053554551,-0.629551688236056,0.002,0.002,1,0,not significant,0
GALGAL-R04825,0.397015653805243,-0.180073543628183,0.004,0.005,1,0,not significant,-0.001
GALGAL-R06809,0.397049526119359,-0.514074470816119,0.002,0.002,1,0,not significant,0
GALGAL-R14427,0.397049526119359,-0.514074470816119,0.002,0.002,1,0,not significant,0
GALGAL-R11252,0.397049526119359,-0.514074470816119,0.002,0.002,1,0,not significant,0
GALGAL-R12602,0.397354942020573,0.0314194702675357,0.074,0.07,1,0,not significant,0.00399999999999999
GALGAL-R01069,0.398411918039028,0.0912284781892119,0.012,0.01,1,0,not significant,0.002
GALGAL-R09525,0.398646851121812,0.0409762112168552,0.032,0.03,1,0,not significant,0.002
GALGAL-R09522,0.398685996854243,0.290086526888749,0.004,0.004,1,0,not significant,0
GALGAL-R10647,0.398794616628322,0.223739517988408,0.016,0.014,1,0,not significant,0.002
GALGAL-R08810,0.399061693413886,-0.333048476140557,0.005,0.006,1,0,not significant,-0.001
GALGAL-R06112,0.399501879764292,-0.261687309181834,0.005,0.006,1,0,not significant,-0.001
GALGAL-R01079,0.399649929774505,0.109802474424253,0.014,0.013,1,0,not significant,0.001
GALGAL-R08334,0.399809470132817,0.222212048241813,0.005,0.004,1,0,not significant,0.001
GALGAL-R08457,0.399825107662547,0.497998361484456,0.002,0.001,1,0,not significant,0.001
GALGAL-R03972,0.399916919608069,0.0607211898480755,0.117,0.112,1,0,not significant,0.005
GALGAL-R02772,0.399919561527685,0.423997780040679,0.002,0.001,1,0,not significant,0.001
GALGAL-R13289,0.399919561527685,0.423997780040679,0.002,0.001,1,0,not significant,0.001
GALGAL-R15334,0.399919561527685,0.423997780040679,0.002,0.001,1,0,not significant,0.001
GALGAL-R11024,0.399919561527685,0.423997780040679,0.002,0.001,1,0,not significant,0.001
GALGAL-R14397,0.40040917360709,-0.418380054013111,0.067,0.07,1,0,not significant,-0.003
GALGAL-R12598,0.400583587887014,-0.180073543628183,0.014,0.016,1,0,not significant,-0.002
GALGAL-R11299,0.400822144188005,-0.00173977018236116,0.186,0.179,1,0,not significant,0.00700000000000001
GALGAL-R09430,0.400927354752395,0.0965641640054313,0.037,0.034,1,0,not significant,0.003
GALGAL-R13129,0.401030801511014,0.0648750022744391,0.076,0.073,1,0,not significant,0.003
GALGAL-R03518,0.401193173843857,-0.372718621570578,0.018,0.019,1,0,not significant,-0.001
GALGAL-R01619,0.401214479708811,-0.00443919994761888,0.636,0.629,1,0,not significant,0.00700000000000001
GALGAL-R12049,0.401539257299317,-0.431612310624146,0.002,0.003,1,0,not significant,-0.001
GALGAL-R00643,0.401647977955429,0.120928712404632,0.008,0.007,1,0,not significant,0.001
GALGAL-R15073,0.402177319493292,0.00140068958797435,0.764,0.778,1,0,not significant,-0.014
GALGAL-R15685,0.402387455713047,0.0704292303969911,0.035,0.033,1,0,not significant,0.002
GALGAL-R09934,0.40239418988654,0.568387689375852,0.001,0.001,1,0,not significant,0
GALGAL-R13221,0.40239418988654,0.568387689375852,0.001,0.001,1,0,not significant,0
GALGAL-R11823,0.402469280924216,0.468852015824938,0.001,0.001,1,0,not significant,0
GALGAL-R17606,0.402469280924216,0.468852015824938,0.001,0.001,1,0,not significant,0
GALGAL-R14505,0.402469280924216,0.468852015824938,0.001,0.001,1,0,not significant,0
GALGAL-R09654,0.402469280924216,0.468852015824938,0.001,0.001,1,0,not significant,0
GALGAL-R13010,0.402469280924216,0.468852015824938,0.001,0.001,1,0,not significant,0
GALGAL-R16333,0.402469280924216,0.468852015824938,0.001,0.001,1,0,not significant,0
GALGAL-R14707,0.402469280924216,0.468852015824938,0.001,0.001,1,0,not significant,0
GALGAL-R11670,0.402544772526397,-0.75354040551151,0.001,0.002,1,0,not significant,-0.001
GALGAL-R09700,0.402686924465146,-0.638063188091573,0.001,0.002,1,0,not significant,-0.001
GALGAL-R00330,0.402713452052508,0.205817609991145,0.001,0.001,1,0,not significant,0
GALGAL-R08740,0.402740199660286,-0.601537312066458,0.001,0.002,1,0,not significant,-0.001
GALGAL-R15390,0.402740199660286,-0.601537312066458,0.001,0.002,1,0,not significant,-0.001
GALGAL-R01583,0.402740199660286,-0.601537312066458,0.001,0.002,1,0,not significant,-0.001
GALGAL-R01257,0.402740199660286,-0.601537312066458,0.001,0.002,1,0,not significant,-0.001
GALGAL-R10646,0.402882394933356,-0.486060094646522,0.001,0.002,1,0,not significant,-0.001
GALGAL-R17373,0.402882394933356,-0.486060094646522,0.001,0.002,1,0,not significant,-0.001
GALGAL-R15467,0.402882394933356,-0.486060094646522,0.001,0.002,1,0,not significant,-0.001
GALGAL-R14491,0.402993847318921,-0.197147056987124,0.013,0.012,1,0,not significant,0.000999999999999999
GALGAL-R16779,0.403137576540117,0.0299677745917277,0.033,0.03,1,0,not significant,0.003
GALGAL-R15449,0.403178576964965,0.0810359852811189,0.049,0.046,1,0,not significant,0.003
GALGAL-R17267,0.403181745783987,0.067679795160037,0.132,0.127,1,0,not significant,0.005
GALGAL-R07817,0.404147185441354,0.078203413406797,0.016,0.014,1,0,not significant,0.002
GALGAL-R06646,0.404802523002,0.0139723851716869,0.236,0.229,1,0,not significant,0.00699999999999998
GALGAL-R07390,0.405087127340535,-0.168139994621294,0.06,0.064,1,0,not significant,-0.004
GALGAL-R07091,0.405129013602234,-0.238967232681751,0.009,0.01,1,0,not significant,-0.001
GALGAL-R04418,0.405311739062472,-0.0486750752099053,0.406,0.413,1,0,not significant,-0.00699999999999995
GALGAL-R02611,0.405415953411741,-0.431612310624147,0.004,0.005,1,0,not significant,-0.001
GALGAL-R09193,0.405609896548818,-0.0681051119853855,0.017,0.015,1,0,not significant,0.002
GALGAL-R01980,0.405650020823875,0.0732218590053426,0.06,0.056,1,0,not significant,0.004
GALGAL-R12477,0.406286514803455,0.232901489193769,0.02,0.018,1,0,not significant,0.002
GALGAL-R05199,0.407146347570144,0.0448257333188407,0.04,0.037,1,0,not significant,0.003
GALGAL-R13196,0.407484697738464,-0.130316977394491,0.047,0.05,1,0,not significant,-0.003
GALGAL-R12334,0.407787765676403,0.143421072853277,0.016,0.015,1,0,not significant,0.001
GALGAL-R08696,0.408330502972908,0.302549210665357,0.02,0.018,1,0,not significant,0.002
GALGAL-R06635,0.408706138528084,-0.175536763031411,0.039,0.042,1,0,not significant,-0.003
GALGAL-R04652,0.40898971164041,0.329200025496426,0.006,0.005,1,0,not significant,0.001
GALGAL-R08701,0.409094253372226,0.0409488897756729,0.056,0.052,1,0,not significant,0.004
GALGAL-R06221,0.409956755019054,0.09360810640512,0.012,0.011,1,0,not significant,0.001
GALGAL-R15925,0.410477766133133,0.0553281458947041,0.092,0.088,1,0,not significant,0.004
GALGAL-R04183,0.41127501019317,0.167849759792125,0.005,0.004,1,0,not significant,0.001
GALGAL-R13105,0.411612174196865,0.0558336841827467,0.014,0.012,1,0,not significant,0.002
GALGAL-R03300,0.412132821709452,-0.254734548540068,0.032,0.035,1,0,not significant,-0.003
GALGAL-R10133,0.412215987841313,0.416384595930802,0.002,0.002,1,0,not significant,0
GALGAL-R08705,0.412215987841313,0.416384595930802,0.002,0.002,1,0,not significant,0
GALGAL-R06427,0.412299981884894,0.255229804116223,0.009,0.007,1,0,not significant,0.002
GALGAL-R04186,0.412417562537424,0.327379589872058,0.003,0.002,1,0,not significant,0.001
GALGAL-R07357,0.412433303123311,0.0441211203422509,0.069,0.065,1,0,not significant,0.004
GALGAL-R13081,0.412553002948534,0.278881072180868,0.002,0.002,1,0,not significant,0
GALGAL-R13445,0.412654754630437,0.263533107847433,0.003,0.002,1,0,not significant,0.001
GALGAL-R14937,0.412738482445219,0.0126758217526084,0.076,0.072,1,0,not significant,0.004
GALGAL-R03798,0.412797018765348,0.220464385955546,0.003,0.002,1,0,not significant,0.001
GALGAL-R01461,0.41293512217072,0.0663181970030422,0.018,0.016,1,0,not significant,0.002
GALGAL-R02484,0.412948498714379,0.315268752407142,0.007,0.005,1,0,not significant,0.002
GALGAL-R02292,0.413032587771792,-0.411712753186443,0.005,0.006,1,0,not significant,-0.001
GALGAL-R09643,0.414495233063586,0.0809217169320133,0.046,0.043,1,0,not significant,0.003
GALGAL-R14249,0.414518315519343,-0.110466376255205,0.04,0.043,1,0,not significant,-0.003
GALGAL-R14456,0.414650050842419,-0.780946562852161,0.004,0.005,1,0,not significant,-0.001
GALGAL-R06751,0.414669391409332,-0.0895496586250828,0.119,0.123,1,0,not significant,-0.004
GALGAL-R06755,0.415019737872603,-0.36449811476561,0.004,0.005,1,0,not significant,-0.001
GALGAL-R02527,0.415690489169392,-0.0516217584445036,0.086,0.09,1,0,not significant,-0.004
GALGAL-R12079,0.415932982210277,0.133528749184265,0.02,0.018,1,0,not significant,0.002
GALGAL-R02246,0.416865050821176,-0.144189007929651,0.031,0.034,1,0,not significant,-0.003
GALGAL-R05015,0.416896123397718,0.0934627833084583,0.075,0.071,1,0,not significant,0.004
GALGAL-R03040,0.417701729901372,-0.431612310624146,0.002,0.003,1,0,not significant,-0.001
GALGAL-R08277,0.417813001195593,-0.403597934454549,0.002,0.003,1,0,not significant,-0.001
GALGAL-R09209,0.417813001195593,-0.403597934454549,0.002,0.003,1,0,not significant,-0.001
GALGAL-R05569,0.417813001195593,-0.403597934454549,0.002,0.003,1,0,not significant,-0.001
GALGAL-R09017,0.418131159194942,-0.320191027955723,0.014,0.015,1,0,not significant,-0.000999999999999999
GALGAL-R16918,0.418134379117948,0.383963118238426,0.006,0.005,1,0,not significant,0.001
GALGAL-R16219,0.418209122139662,-0.296682730538038,0.002,0.003,1,0,not significant,-0.001
GALGAL-R17108,0.41897090844523,0.246459594488491,0.006,0.005,1,0,not significant,0.001
GALGAL-R14975,0.419629775407202,0.00689164354123073,0.239,0.232,1,0,not significant,0.00699999999999998
GALGAL-R14826,0.41978774223551,-0.0338528027771385,0.052,0.048,1,0,not significant,0.004
GALGAL-R00769,0.419913983494274,0.102724117027041,0.006,0.005,1,0,not significant,0.001
GALGAL-R09179,0.420369735626843,-0.0770180268164622,0.169,0.174,1,0,not significant,-0.00499999999999998
GALGAL-R05391,0.420533864539467,0.138147783453339,0.022,0.02,1,0,not significant,0.002
GALGAL-R00355,0.42080406073211,-0.303856763425775,0.005,0.006,1,0,not significant,-0.001
GALGAL-R10645,0.42080845135416,-0.26655306435365,0.003,0.004,1,0,not significant,-0.001
GALGAL-R08337,0.421049754109598,0.0294375864115333,0.038,0.036,1,0,not significant,0.002
GALGAL-R14996,0.421370197461306,0.0411406865109845,0.177,0.172,1,0,not significant,0.005
GALGAL-R02207,0.421388507021545,0.239764941914482,0.008,0.007,1,0,not significant,0.001
GALGAL-R00858,0.421653750424755,0.00471054142729077,0.143,0.137,1,0,not significant,0.00599999999999998
GALGAL-R06113,0.421915039949378,-0.109895615113071,0.075,0.078,1,0,not significant,-0.003
GALGAL-R04014,0.422351340524509,-0.145089551867983,0.014,0.015,1,0,not significant,-0.000999999999999999
GALGAL-R17486,0.422953602359082,0.124287724494547,0.008,0.007,1,0,not significant,0.001
GALGAL-R14155,0.423264978203636,0.0506058911418452,0.093,0.089,1,0,not significant,0.004
GALGAL-R09002,0.423431702026738,-0.161772726885238,0.005,0.004,1,0,not significant,0.001
GALGAL-R16395,0.424158243427431,-0.300367777345894,0.004,0.005,1,0,not significant,-0.001
GALGAL-R16019,0.424719402866987,-0.126757729095726,0.044,0.047,1,0,not significant,-0.003
GALGAL-R10227,0.425238933574413,0.0088317956532411,0.336,0.346,1,0,not significant,-0.00999999999999995
GALGAL-R16974,0.425321041417983,-0.193452573429382,0.008,0.01,1,0,not significant,-0.002
GALGAL-R00405,0.426308174900725,-0.142519488080181,0.215,0.217,1,0,not significant,-0.002
GALGAL-R17029,0.426392460484127,0.0385667428471574,0.029,0.027,1,0,not significant,0.002
GALGAL-R15823,0.427831739502032,-0.263214778928429,0.006,0.007,1,0,not significant,-0.001
GALGAL-R12735,0.428760927274892,0.627281378429423,0.002,0.001,1,0,not significant,0.001
GALGAL-R08522,0.429085857650733,0.442856807291994,0.002,0.001,1,0,not significant,0.001
GALGAL-R04291,0.429194195718668,0.375742611433457,0.002,0.001,1,0,not significant,0.001
GALGAL-R04443,0.429194195718668,0.375742611433457,0.002,0.001,1,0,not significant,0.001
GALGAL-R06740,0.429194195718668,0.375742611433457,0.002,0.001,1,0,not significant,0.001
GALGAL-R05644,0.429494069947931,0.0579721420197519,0.013,0.012,1,0,not significant,0.000999999999999999
GALGAL-R00188,0.430553235399561,-0.120911471160039,0.044,0.047,1,0,not significant,-0.003
GALGAL-R09074,0.430718706215837,0.205817609991144,0.009,0.008,1,0,not significant,0.000999999999999999
GALGAL-R15375,0.431189195335392,-0.214020875551521,0.007,0.008,1,0,not significant,-0.001
GALGAL-R16682,0.431193038303589,-0.353609798622874,0.003,0.004,1,0,not significant,-0.001
GALGAL-R06337,0.431553968737293,-0.385808621011022,0.005,0.005,1,0,not significant,0
GALGAL-R06588,0.432299085214813,0.292753246762426,0.005,0.004,1,0,not significant,0.001
GALGAL-R13350,0.43232732412554,-0.088042126043558,0.168,0.173,1,0,not significant,-0.00499999999999998
GALGAL-R02351,0.432360510546219,-0.158593816217731,0.007,0.008,1,0,not significant,-0.001
GALGAL-R01148,0.43270248440933,0.235612212251499,0.018,0.016,1,0,not significant,0.002
GALGAL-R04422,0.433270839718228,0.368089038890022,0.004,0.003,1,0,not significant,0.001
GALGAL-R14271,0.433345692026019,0.430884165625917,0.003,0.002,1,0,not significant,0.001
GALGAL-R17255,0.433838078788542,0.205817609991145,0.003,0.002,1,0,not significant,0.001
GALGAL-R08907,0.434170494443987,0.216085945444972,0.004,0.003,1,0,not significant,0.001
GALGAL-R08883,0.434772543870073,-0.736466892152567,0.001,0.002,1,0,not significant,-0.001
GALGAL-R00033,0.434819679302853,0.0475555260744134,0.004,0.003,1,0,not significant,0.001
GALGAL-R00662,0.434824376182703,-0.306081428540288,0.001,0.002,1,0,not significant,-0.001
GALGAL-R14218,0.43495582027114,0.0475555260744134,0.004,0.003,1,0,not significant,0.001
GALGAL-R04344,0.435606395927656,0.00989740001588757,0.05,0.047,1,0,not significant,0.003
GALGAL-R01544,0.436100944402477,0.100994785035873,0.02,0.018,1,0,not significant,0.002
GALGAL-R12150,0.436271822309373,0.315268752407142,0.006,0.005,1,0,not significant,0.001
GALGAL-R02091,0.43640737158397,-0.211831102744236,0.013,0.014,1,0,not significant,-0.001
GALGAL-R12295,0.436428319594204,-0.84664980990299,0.001,0.001,1,0,not significant,0
GALGAL-R12419,0.436428319594204,-0.84664980990299,0.001,0.001,1,0,not significant,0
GALGAL-R05803,0.436428319594204,-0.84664980990299,0.001,0.001,1,0,not significant,0
GALGAL-R10354,0.436601923884091,-0.654004731960594,0.001,0.001,1,0,not significant,0
GALGAL-R10783,0.436601923884091,-0.654004731960594,0.001,0.001,1,0,not significant,0
GALGAL-R10285,0.436601923884091,-0.654004731960594,0.001,0.001,1,0,not significant,0
GALGAL-R08537,0.436601923884091,-0.654004731960594,0.001,0.001,1,0,not significant,0
GALGAL-R09512,0.436601923884091,-0.654004731960594,0.001,0.001,1,0,not significant,0
GALGAL-R11301,0.436601923884091,-0.654004731960594,0.001,0.001,1,0,not significant,0
GALGAL-R10971,0.436601923884091,-0.654004731960594,0.001,0.001,1,0,not significant,0
GALGAL-R07851,0.436601923884091,-0.654004731960594,0.001,0.001,1,0,not significant,0
GALGAL-R03603,0.436601923884091,-0.654004731960594,0.001,0.001,1,0,not significant,0
GALGAL-R17485,0.436601923884091,-0.654004731960594,0.001,0.001,1,0,not significant,0
GALGAL-R16098,0.436601923884091,-0.654004731960594,0.001,0.001,1,0,not significant,0
GALGAL-R14129,0.436601923884091,-0.654004731960594,0.001,0.001,1,0,not significant,0
GALGAL-R02387,0.436601923884091,-0.654004731960594,0.001,0.001,1,0,not significant,0
GALGAL-R10938,0.436601923884091,-0.654004731960594,0.001,0.001,1,0,not significant,0
GALGAL-R07982,0.436601923884091,-0.654004731960594,0.001,0.001,1,0,not significant,0
