"","Type","background","pvalue","oddvalue","Simulate"
"6054","specific.ob","random_test","0.0786637770964579","1.11638682859266","1211"
"6055","DEG","random_test","0.112237194482954","1.0572901029806","1211"
"6056","cpm","random_test","0.943728303720558","0.932179675925956","1212"
"6057","highexp","random_test","0.776845154708592","0.961578523934131","1212"
"6058","highvar","random_test","0.793569264976435","0.928009986523376","1212"
"6059","specific.ob","random_test","0.916420971329198","0.898683172124427","1212"
"6060","DEG","random_test","0.643859370361391","0.984325989629523","1212"
"6061","cpm","random_test","0.137858123641634","1.05053291261369","1213"
"6062","highexp","random_test","0.107181865877619","1.06843091454804","1213"
"6063","highvar","random_test","0.560403807802815","0.989296145542093","1213"
"6064","specific.ob","random_test","0.457154576149904","1.01086121356336","1213"
"6065","DEG","random_test","0.161307318581157","1.04662884417133","1213"
"6066","cpm","random_test","0.957411967101327","0.926535610884205","1214"
"6067","highexp","random_test","0.981931598787849","0.894864020025039","1214"
"6068","highvar","random_test","0.374710601081642","1.03409750850841","1214"
"6069","specific.ob","random_test","0.396461317842232","1.02301693620338","1214"
"6070","DEG","random_test","0.724355592843068","0.974212850248618","1214"
"6071","cpm","random_test","0.680219781046357","0.980206134415752","1215"
"6072","highexp","random_test","0.139070678913732","1.05974229497523","1215"
"6073","highvar","random_test","0.165313729543598","1.09828328918616","1215"
"6074","specific.ob","random_test","0.978222903967436","0.853176764007178","1215"
"6075","DEG","random_test","0.626808411820455","0.986357726125976","1215"
"6076","cpm","random_test","0.0572829586180367","1.0734133018745","1216"
"6077","highexp","random_test","0.107181865877619","1.06843091454804","1216"
"6078","highvar","random_test","0.10552481923484","1.12632482065431","1216"
"6079","specific.ob","random_test","0.962360475014609","0.870124901152096","1216"
"6080","DEG","random_test","0.4843082232536","1.00272205596419","1216"
"6081","cpm","random_test","0.473314057070819","1.00390306557986","1217"
"6082","highexp","random_test","0.253147392979718","1.03678648398944","1217"
"6083","highvar","random_test","0.274133949507694","1.06139431306112","1217"
"6084","specific.ob","random_test","0.396461317842232","1.02301693620338","1217"
"6085","DEG","random_test","0.882410437899201","0.948270210814234","1217"
"6086","cpm","random_test","0.863048460303805","0.953091254891516","1218"
"6087","highexp","random_test","0.792372981782115","0.958851656382695","1218"
"6088","highvar","random_test","0.485224563594019","1.0071140031018","1218"
"6089","specific.ob","random_test","0.696875422713106","0.962895543316819","1218"
"6090","DEG","random_test","0.899414285387072","0.944323605888116","1218"
"6091","cpm","random_test","0.27386438897181","1.02805457143183","1219"
"6092","highexp","random_test","0.591608989567555","0.989018443230348","1219"
"6093","highvar","random_test","0.865911718962555","0.902209195576409","1219"
"6094","specific.ob","random_test","0.0680764491854263","1.12275194778216","1219"
"6095","DEG","random_test","0.430445199439994","1.00891211681934","1219"
"6096","cpm","random_test","0.27386438897181","1.02805457143183","1220"
"6097","highexp","random_test","0.550112817269759","0.994570272424794","1220"
"6098","highvar","random_test","0.793569264976435","0.928009986523376","1220"
"6099","specific.ob","random_test","0.36698495721118","1.02912038975768","1220"
"6100","DEG","random_test","0.59199245361271","0.990430348185054","1220"
"6101","cpm","random_test","0.579476861710243","0.992001240701527","1221"
"6102","highexp","random_test","0.445097124205199","1.00852389042046","1221"
"6103","highvar","random_test","0.215669786903076","1.07976789078329","1221"
"6104","specific.ob","random_test","0.998586685087032","0.786755315630801","1221"
"6105","DEG","random_test","0.944905384685672","0.930602952196332","1221"
"6106","cpm","random_test","0.508853875436788","0.99993896484375","1222"
"6107","highexp","random_test","0.550112817269759","0.994570272424794","1222"
"6108","highvar","random_test","0.165313729543598","1.09828328918616","1222"
"6109","specific.ob","random_test","0.903577288098566","0.904441992693365","1222"
"6110","DEG","random_test","0.161307318581157","1.04662884417133","1222"
"6111","cpm","random_test","0.80797223624373","0.962710265929733","1223"
"6112","highexp","random_test","0.776845154708592","0.961578523934131","1223"
"6113","highvar","random_test","0.597451770766349","0.980436069640833","1223"
"6114","specific.ob","random_test","0.338302806434251","1.03524096072877","1223"
"6115","DEG","random_test","0.873187124496647","0.950247940728547","1223"
"6116","cpm","random_test","0.842461901601153","0.956930266731993","1224"
"6117","highexp","random_test","0.882379279555296","0.939910174195095","1224"
"6118","highvar","random_test","0.843981848628066","0.910770915522976","1224"
"6119","specific.ob","random_test","0.426574268707167","1.01693055789121","1224"
"6120","DEG","random_test","0.980011806244036","0.911248915715822","1224"
"6121","cpm","random_test","0.664096325049461","0.982164656517801","1225"
"6122","highexp","random_test","0.383528074747992","1.01695267560591","1225"
"6123","highvar","random_test","0.668865135393277","0.962812508648932","1225"
"6124","specific.ob","random_test","0.640261380478966","0.97479169739669","1225"
"6125","DEG","random_test","0.831354095152918","0.958188491392368","1225"
"6126","cpm","random_test","0.102480531708239","1.0588090365721","1226"
"6127","highexp","random_test","0.205477142351916","1.04535863148263","1226"
"6128","highvar","random_test","0.339727050455629","1.0431614728054","1226"
"6129","specific.ob","random_test","0.0586332271383812","1.12913491645096","1226"
"6130","DEG","random_test","0.103867836818838","1.05943206492757","1226"
"6131","cpm","random_test","0.630961713625436","0.98609048084177","1227"
"6132","highexp","random_test","0.424340798720059","1.01132874815732","1227"
"6133","highvar","random_test","0.903275406490635","0.885181962782395","1227"
"6134","specific.ob","random_test","0.396461317842232","1.02301693620338","1227"
"6135","DEG","random_test","0.395197334883704","1.01305592028827","1227"
"6136","cpm","random_test","0.158370589520116","1.04641287905143","1228"
"6137","highexp","random_test","0.163630850634933","1.05397426663599","1228"
"6138","highvar","random_test","0.5228839439639","0.998188551403908","1228"
"6139","specific.ob","random_test","0.103549551364052","1.10370992300416","1228"
"6140","DEG","random_test","0.899414285387072","0.944323605888116","1228"
"6141","cpm","random_test","0.0477929574399045","1.07761446087716","1229"
"6142","highexp","random_test","0.487030612304611","1.0029283476764","1229"
"6143","highvar","random_test","0.215669786903076","1.07976789078329","1229"
"6144","specific.ob","random_test","0.030746626898869","1.1548463911379","1229"
"6145","DEG","random_test","0.556447310672057","0.994515202846416","1229"
"6146","cpm","random_test","0.38603853040394","1.01390884983993","1230"
"6147","highexp","random_test","0.324833882379925","1.02542421563859","1230"
"6148","highvar","random_test","0.0435479138126084","1.17378683119417","1230"
"6149","specific.ob","random_test","0.580521646898459","0.986750911577307","1230"
"6150","DEG","random_test","0.088509073607824","1.06372574361","1230"
"6151","cpm","random_test","0.38603853040394","1.01390884983993","1231"
"6152","highexp","random_test","0.220738403528813","1.04249642812282","1231"
"6153","highvar","random_test","0.306126753768299","1.05226036594109","1231"
"6154","specific.ob","random_test","0.189726050681644","1.07232632558286","1231"
"6155","DEG","random_test","0.693217163054084","0.97824901755247","1231"
"6156","cpm","random_test","0.231302014140056","1.03410117804223","1232"
"6157","highexp","random_test","0.027381044059327","1.10657043236268","1232"
"6158","highvar","random_test","0.485224563594019","1.0071140031018","1232"
"6159","specific.ob","random_test","0.21123669224965","1.06610211511113","1232"
"6160","DEG","random_test","0.311342151240252","1.02347546721996","1232"
"6161","cpm","random_test","0.630961713625436","0.98609048084177","1233"
"6162","highexp","random_test","0.690187677477166","0.975215073340069","1233"
"6163","highvar","random_test","0.597451770766349","0.980436069640833","1233"
"6164","specific.ob","random_test","0.640261380478966","0.97479169739669","1233"
"6165","DEG","random_test","0.41273171153565","1.01098230663398","1233"
"6166","cpm","random_test","0.80797223624373","0.962710265929733","1234"
"6167","highexp","random_test","0.776845154708592","0.961578523934131","1234"
"6168","highvar","random_test","0.633706297712217","0.97160822395472","1234"
"6169","specific.ob","random_test","0.457154576149904","1.01086121356336","1234"
"6170","DEG","random_test","0.794768232337631","0.964175155131316","1234"
"6171","cpm","random_test","0.304255612831924","1.02399649169845","1235"
"6172","highexp","random_test","0.163630850634933","1.05397426663599","1235"
"6173","highvar","random_test","0.447760062478179","1.01607388768719","1235"
"6174","specific.ob","random_test","0.234137098098678","1.05989529346601","1235"
"6175","DEG","random_test","0.708979493962713","0.976229422513989","1235"
"6176","cpm","random_test","0.741172937840935","0.972401199880881","1236"
"6177","highexp","random_test","0.671262901710758","0.977967268188676","1236"
"6178","highvar","random_test","0.668865135393277","0.962812508648932","1236"
"6179","specific.ob","random_test","0.955349163419158","0.875805282086478","1236"
"6180","DEG","random_test","0.4843082232536","1.00272205596419","1236"
"6181","cpm","random_test","0.319997550750549","1.02197239270893","1237"
"6182","highexp","random_test","0.487030612304611","1.0029283476764","1237"
"6183","highvar","random_test","0.485224563594019","1.0071140031018","1237"
"6184","specific.ob","random_test","0.426574268707167","1.01693055789121","1237"
"6185","DEG","random_test","0.693217163054084","0.97824901755247","1237"
"6186","cpm","random_test","0.491073678662638","1.00191169147889","1238"
"6187","highexp","random_test","0.117162785544254","1.06552981968084","1238"
"6188","highvar","random_test","0.0633505119937763","1.15469214172234","1238"
"6189","specific.ob","random_test","0.580521646898459","0.986750911577307","1238"
"6190","DEG","random_test","0.724355592843068","0.974212850248618","1238"
"6191","cpm","random_test","0.926802917100878","0.937848954359628","1239"
"6192","highexp","random_test","0.871543901659396","0.942599971666721","1239"
"6193","highvar","random_test","0.668865135393277","0.962812508648932","1239"
"6194","specific.ob","random_test","0.457154576149904","1.01086121356336","1239"
"6195","DEG","random_test","0.693217163054084","0.97824901755247","1239"
"6196","cpm","random_test","0.0435450317531383","1.07971982014694","1240"
"6197","highexp","random_test","0.324833882379925","1.02542421563859","1240"
"6198","highvar","random_test","0.668865135393277","0.962812508648932","1240"
"6199","specific.ob","random_test","0.00434681332975941","1.22035642430146","1240"
"6200","DEG","random_test","0.172597003822281","1.04450626383383","1240"
"6201","cpm","random_test","0.890353723882793","0.947354123655402","1241"
"6202","highexp","random_test","0.726546503215493","0.969723373818554","1241"
"6203","highvar","random_test","0.668865135393277","0.962812508648932","1241"
"6204","specific.ob","random_test","0.610702185143374","0.980763405745188","1241"
"6205","DEG","random_test","0.693217163054084","0.97824901755247","1241"
"6206","cpm","random_test","0.0947745505007366","1.06088590047009","1242"
"6207","highexp","random_test","0.0890978365549663","1.07423637244256","1242"
"6208","highvar","random_test","0.374710601081642","1.03409750850841","1242"
"6209","specific.ob","random_test","0.488024186463545","1.00480886289509","1242"
"6210","DEG","random_test","0.36079935825727","1.01721343293459","1242"
"6211","cpm","random_test","0.842461901601153","0.956930266731993","1243"
"6212","highexp","random_test","0.270253008510115","1.03393872669906","1243"
